lineage,selection_hash,window,selector,captured_regret_tokens,three_stream_mean_regret_tokens,three_stream_mean_paired_diff_vs_learned_tokens
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,end,next_use,36352,20138.666666666668,-32.333333333333336
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,600,count,34816,24405.333333333332,15530.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,600,learned,23552,8874.666666666666,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,600,lfu,23552,8874.666666666666,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,600,lru,27540,24881.333333333332,16006.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,600,next_use,34816,24405.333333333332,15530.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,end,count,33280,20353.0,11649.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,end,learned,26112,8704.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,end,lfu,26112,8704.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,end,lru,25361,24028.0,15324.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0002b3f3a5d122860cede509be80b8774f70aaf9904ba4d8a2716c66c0beaaf6,end,next_use,33280,20353.0,11649.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,600,count,5632,4437.333333333333,-32184.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,600,learned,37888,36621.333333333336,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,600,lfu,0,10240.0,-26381.333333333332
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,600,lru,5632,4437.333333333333,-32184.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,600,next_use,5632,4437.333333333333,-32184.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,end,count,8835,13526.333333333334,-31203.666666666668
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,end,learned,50307,44730.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,end,lfu,3584,6656.0,-38074.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,end,lru,8835,13526.333333333334,-31203.666666666668
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",00009fcc9b293118b1acf79f810cd0702857598649e2c171e5de29da5f0e8677,end,next_use,8835,13526.333333333334,-31203.666666666668
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,600,count,16896,30549.333333333332,7680.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,600,learned,52736,22869.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,600,lfu,52736,22869.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,600,lru,5632,6826.666666666667,-16042.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,600,next_use,16896,30549.333333333332,7680.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,end,count,40448,26624.0,1790.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,end,learned,61571,24834.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,end,lfu,61571,24834.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,end,lru,10752,8065.0,-16769.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=3",0002b4bcf2539686a806e9146c348ca87cbc2d254c905d3dd5b1909e77118be9,end,next_use,40448,26624.0,1790.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,600,count,13955,15661.666666666666,-31359.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,600,learned,31875,47020.666666666664,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,600,lfu,31875,47020.666666666664,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,600,lru,13955,15661.666666666666,-31359.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,600,next_use,13955,15661.666666666666,-31359.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,end,count,18563,17027.0,-33065.666666666664
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,end,learned,37507,50092.666666666664,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,end,lfu,37507,50092.666666666664,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,end,lru,18563,17027.0,-33065.666666666664
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",0000c13833113cd5361d5e59ee08d9724724534527b85809941b0f48c011b8f2,end,next_use,18563,17027.0,-33065.666666666664
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,600,count,34304,31402.666666666668,6656.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,600,learned,34816,24746.666666666668,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,600,lfu,34816,24746.666666666668,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,600,lru,34304,31402.666666666668,6656.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,600,next_use,34304,31402.666666666668,6656.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,end,count,31232,30771.666666666668,-809.6666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,end,learned,38912,31581.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,end,lfu,38912,31581.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,end,lru,31232,30771.666666666668,-809.6666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=4",00032f27905c8f22222f2c2dd9d91d79359dd5071a2a909b5f43cda287363d24,end,next_use,31232,30771.666666666668,-809.6666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,600,count,8093,17106.666666666668,10385.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,600,learned,0,6721.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,600,lfu,0,6721.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,600,lru,8093,17106.666666666668,10385.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,600,next_use,8093,17106.666666666668,10385.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,end,count,8177,17162.666666666668,9787.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,end,learned,0,7375.666666666667,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,end,lfu,0,7375.666666666667,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,end,lru,8177,17162.666666666668,9787.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000010cc0dd59f9930bc9a582adee344022eec84773bc46202ecdaffe53c7507,end,next_use,8177,17162.666666666668,9787.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,600,count,24981,12645.0,6609.666666666667
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,600,learned,0,6035.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,600,lfu,0,6035.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,600,lru,24981,12645.0,6609.666666666667
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,600,next_use,24981,12645.0,6609.666666666667
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,end,count,25493,12161.0,6808.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,end,learned,0,5352.666666666667,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,end,lfu,0,5352.666666666667,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,end,lru,25493,12161.0,6808.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi3|s=0",000108620bf8c014240bdeb40d1882fb72f4cd102c72e5f89f885f6a0bfeeb31,end,next_use,25493,12161.0,6808.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,600,count,6461,10687.0,5737.666666666667
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,600,learned,0,4949.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,600,lfu,0,4949.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,600,lru,6461,10687.0,5737.666666666667
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,600,next_use,6461,10687.0,5737.666666666667
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,end,count,24925,23106.0,5858.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,end,learned,36384,17248.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,end,lfu,36384,17248.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,end,lru,24925,23106.0,5858.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",000859e49b52f1b449ef68a4f8d75e1a90d3fa2975aff9ab2ac2650da9540907,end,next_use,24925,23106.0,5858.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,600,count,21632,19723.666666666668,-875.6666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,600,learned,29379,20599.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,600,lfu,29379,20599.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,600,lru,21632,19723.666666666668,-875.6666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,600,next_use,21632,19723.666666666668,-875.6666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,end,count,21632,18518.333333333332,-14358.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,end,learned,42691,32876.666666666664,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,end,lfu,42691,32876.666666666664,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,end,lru,21632,18518.333333333332,-14358.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=1",00096d678881ecd229391e34692988393052fcd97c46a44f25a571b04741723e,end,next_use,21632,18518.333333333332,-14358.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,600,count,14383,11074.333333333334,3719.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,600,learned,0,7355.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,600,lfu,0,7355.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,600,lru,14383,11074.333333333334,3719.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,600,next_use,14383,11074.333333333334,3719.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,end,count,14895,11757.0,3889.6666666666665
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,end,learned,0,7867.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,end,lfu,0,7867.333333333333,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,end,lru,14895,11757.0,3889.6666666666665
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",0003d6e4d313b5fda678e12b9567b99abce5f17896a04dec53bd463d84e57d49,end,next_use,14895,11757.0,3889.6666666666665
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,600,count,6548,6826.666666666667,-2261.3333333333335
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,600,learned,3572,9088.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,600,lfu,3572,9088.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,600,lru,6548,6826.666666666667,-2261.3333333333335
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,600,next_use,6548,6826.666666666667,-2261.3333333333335
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,end,count,8596,11434.666666666666,3029.3333333333335
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,end,learned,3572,8405.333333333334,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,end,lfu,3572,8405.333333333334,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,end,lru,8596,11434.666666666666,3029.3333333333335
"toolagent_trace|l1=0.0025,l2x1|pi3|s=2",00040dc54a1a2e5497615b80f329bff7769a7c7e96f3feec98778a994bfbe2ba,end,next_use,8596,11434.666666666666,3029.3333333333335
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,600,count,0,7850.666666666667,-1794.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,600,learned,1024,9644.666666666666,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,600,lfu,1024,9644.666666666666,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,600,lru,0,7850.666666666667,-1794.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,600,next_use,0,7850.666666666667,-1794.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,end,count,1417,11235.0,-1282.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,end,learned,0,12517.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,end,lfu,0,12517.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,end,lru,1417,11235.0,-1282.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0000b650d9989efbfee46447065a2be26131b4747b254a3bf2729d81ed26daa8,end,next_use,1417,11235.0,-1282.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,600,count,24445,11049.666666666666,-9557.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,600,learned,21885,20607.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,600,lfu,21885,20607.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,600,lru,11264,20567.333333333332,-39.666666666666664
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,600,next_use,24445,11049.666666666666,-9557.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,end,count,56788,21515.666666666668,-13939.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,end,learned,15828,35455.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,end,lfu,15828,35455.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,end,lru,10327,22946.0,-12509.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=3",0001f3c87d184919a5200594e3c45836a3a620f4ca9c7427035374b924b61045,end,next_use,56788,21515.666666666668,-13939.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,600,count,8105,13936.666666666666,9455.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,600,learned,4227,4481.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,600,lfu,4227,4481.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,600,lru,8105,13936.666666666666,9455.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,600,next_use,8105,13936.666666666666,9455.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,end,count,7081,14882.333333333334,5530.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,end,learned,2691,9352.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,end,lfu,2691,9352.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,end,lru,7081,14882.333333333334,5530.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0007cc8c23700f9392ee158d6128984cf79451ccc062f0fd748aaceaf6b2712f,end,next_use,7081,14882.333333333334,5530.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,600,count,2941,17364.333333333332,3199.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,600,learned,0,14165.333333333334,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,600,lfu,0,14165.333333333334,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,600,lru,1536,17622.333333333332,3457.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,600,next_use,2941,17364.333333333332,3199.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,end,count,11264,29657.333333333332,12876.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,end,learned,6906,16780.666666666668,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,end,lfu,6906,16780.666666666668,0.0
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,end,lru,27930,36774.0,19993.333333333332
"toolagent_trace|l1=0.0025,l2x1|pi3|s=4",0009db553a8b04827b3d7280adfb35913a548957de4a21f2188823a5ca829fe9,end,next_use,11264,29657.333333333332,12876.666666666666
"toolagent_trace|l1=0.02,l2x4|pi0|s=0",0001816b21c0c0e4243de44eb14ebe94d607c05d2a221893dcc2c7daa3c4955a,600,count,26101,37947.0,-12594.0
