trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,requested_tokens,requested_blocks,measured_requests,l1_avoided_tokens,l2_avoided_tokens,avoided_prefill_tokens,l2_present_unusable_tokens,attribution_measured_requests,fully_served_requests,beyond_prefix_tokens,beyond_prefix_blocks,l2_hit_tokens,l2_hit_blocks_checked,downstream_absent_tokens,downstream_absent_blocks,unexplained_states,unexplained_after_promotion,root_rejected_tokens,root_rejected_blocks,unusable_after_rejected_tokens,unusable_after_rejected_blocks,absent_rejected_tokens,absent_rejected_blocks,downstream_rejected_tokens,downstream_rejected_blocks,root_evicted_tokens,root_evicted_blocks,unusable_after_evicted_tokens,unusable_after_evicted_blocks,absent_evicted_tokens,absent_evicted_blocks,downstream_evicted_tokens,downstream_evicted_blocks,root_compulsory_tokens,root_compulsory_blocks,unusable_after_compulsory_tokens,unusable_after_compulsory_blocks,absent_compulsory_tokens,absent_compulsory_blocks,downstream_compulsory_tokens,downstream_compulsory_blocks,root_unexplained_tokens,root_unexplained_blocks,unusable_after_unexplained_tokens,unusable_after_unexplained_blocks,absent_unexplained_tokens,absent_unexplained_blocks,downstream_unexplained_tokens,downstream_unexplained_blocks,root_loss_tokens,unusable_tokens,decision_loss_tokens,absent_loss_tokens,perblock_decision_loss_tokens,attribution_partition_verified,requested_tokens_share_of_input,l1_avoided_tokens_share_of_input,l2_avoided_tokens_share_of_input,avoided_prefill_tokens_share_of_input,l2_present_unusable_tokens_share_of_input,beyond_prefix_tokens_share_of_input,l2_hit_tokens_share_of_input,downstream_absent_tokens_share_of_input,root_rejected_tokens_share_of_input,unusable_after_rejected_tokens_share_of_input,absent_rejected_tokens_share_of_input,downstream_rejected_tokens_share_of_input,root_evicted_tokens_share_of_input,unusable_after_evicted_tokens_share_of_input,absent_evicted_tokens_share_of_input,downstream_evicted_tokens_share_of_input,root_compulsory_tokens_share_of_input,unusable_after_compulsory_tokens_share_of_input,absent_compulsory_tokens_share_of_input,downstream_compulsory_tokens_share_of_input,root_unexplained_tokens_share_of_input,unusable_after_unexplained_tokens_share_of_input,absent_unexplained_tokens_share_of_input,downstream_unexplained_tokens_share_of_input,root_loss_tokens_share_of_input,unusable_tokens_share_of_input,decision_loss_tokens_share_of_input,absent_loss_tokens_share_of_input,perblock_decision_loss_tokens_share_of_input,published_pi0_loss_reference_status
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,2,pi2,58742117,117184,5183,2662942,31232,2694174,942080,5183,3,56079175,111981,31232,61,52517783,104900,0,0,994503,1945,639488,1249,16638890,32511,15644387,30566,116543,228,302592,591,3428345,6710,3311802,6482,1477034,3007,0,0,35038628,70859,33561594,67852,0,0,0,0,0,0,0,0,2588080,942080,2053126,55105863,21009315,True,1.0,0.045332755031624074,0.0005316798507619329,0.04586443488238601,0.016037556154130436,0.954667244968376,0.0005316798507619329,0.8940396717401248,0.016929982281707688,0.010886362845928756,0.28325315548297314,0.2663231732012655,0.0019839768457783026,0.005151193308201678,0.05836263953510562,0.05637866268932732,0.025144378095872846,0.0,0.5964822139454048,0.5713378358495319,0.0,0.0,0.0,0.0,0.04405833722335884,0.016037556154130436,0.03495151528161643,0.9380980089634836,0.3576533511722092,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,3,pi3,58742117,117184,5183,2662942,45056,2707998,352963,5183,3,56079175,111981,45056,88,53093135,106023,0,0,1023390,2001,133632,261,18358685,35872,17335295,33871,86632,170,219331,429,2283843,4472,2197211,4302,1477999,3009,0,0,35038628,70859,33560629,67850,0,0,0,0,0,0,0,0,2588021,352963,1462985,55681156,20995491,True,1.0,0.045332755031624074,0.0007670135551975425,0.04609976858682162,0.006008687089026771,0.954667244968376,0.0007670135551975425,0.9038342114908797,0.017421741882404407,0.002274892476210893,0.31253019022109807,0.2951084483386937,0.001474785118827093,0.003733794612815878,0.03887914015764873,0.037404355038821634,0.025160805832040407,0.0,0.5964822139454048,0.5713214081133644,0.0,0.0,0.0,0.0,0.04405733283327191,0.006008687089026771,0.02490521409025827,0.9478915443241516,0.3574180174677736,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,0,pi0,58742117,117184,5183,2662942,912896,3575838,373760,5183,3,56079175,111981,912896,1783,52205352,104288,0,0,797981,1561,73728,144,15243380,29787,14445399,28226,301608,590,300032,586,4510511,8822,4208903,8232,1487578,3029,0,0,35038628,70859,33551050,67830,0,0,0,0,0,0,0,0,2587167,373760,1473349,54792519,20127651,True,1.0,0.045332755031624074,0.01554074055587748,0.060873495587501554,0.0063627260828887046,0.954667244968376,0.01554074055587748,0.8887209836172572,0.01358447806707409,0.0012551130903232515,0.2594966061573845,0.2459121280903104,0.005134442124379004,0.0051076129925654535,0.07678495822682047,0.07165051610244146,0.025323874520899545,0.0,0.5964822139454048,0.5711583394245052,0.0,0.0,0.0,0.0,0.04404279471235264,0.0063627260828887046,0.0250816462743418,0.9327637783296098,0.34264429046709366,matched
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,pi1,58742117,117184,5183,2662942,565178,3228120,458871,5183,7,56079175,111981,565178,1105,52470639,104803,0,0,909185,1778,166007,325,16534893,32309,15625708,30531,187396,367,292864,572,3481605,6811,3294209,6444,1487906,3031,0,0,35038628,70859,33550722,67828,0,0,0,0,0,0,0,0,2584487,458871,1555452,55055126,20475369,True,1.0,0.045332755031624074,0.009621342043222583,0.05495409707484666,0.0078116183657459945,0.954667244968376,0.009621342043222583,0.8932371129899864,0.015477566121765752,0.0028260302569619684,0.28148275623093394,0.2660051901091682,0.003190147198814779,0.004985588108784026,0.05926931438306862,0.05607916718425385,0.025329458248840437,0.0,0.5964822139454048,0.5711527556965643,0.0,0.0,0.0,0.0,0.04399717156942096,0.0078116183657459945,0.026479331686326525,0.9372342845594074,0.34856368897974854,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,pi2,58742117,117184,5183,2662942,504003,3166945,378368,5183,4,56079175,111981,504003,985,52610507,105078,0,0,938233,1835,157696,308,16734256,32699,15796023,30864,162179,318,220672,431,3423920,6699,3261741,6381,1485885,3026,0,0,35038628,70859,33552743,67833,0,0,0,0,0,0,0,0,2586297,378368,1478780,55196804,20536544,True,1.0,0.045332755031624074,0.008579925711563987,0.05391268074318806,0.006441170651033908,0.954667244968376,0.008579925711563987,0.8956181643913174,0.01597206651575053,0.0026845474431913987,0.28487662438178724,0.26890455786603673,0.002760864066237177,0.0037566232078425094,0.058287310278585976,0.0555264462123488,0.025295053632472933,0.0,0.5964822139454048,0.5711871603129318,0.0,0.0,0.0,0.0,0.04402798421446064,0.006441170651033908,0.025174101233021617,0.939646148605778,0.34960510531140715,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,pi3,58742117,117184,5183,2662942,406092,3069034,641524,5183,5,56079175,111981,406092,794,52445332,104755,0,0,935620,1830,213885,418,16242106,31739,15306486,29909,167672,328,427639,836,3750825,7335,3583153,7007,1482935,3020,0,0,35038628,70859,33555693,67839,0,0,0,0,0,0,0,0,2586227,641524,1744816,55031559,20634455,True,1.0,0.045332755031624074,0.006913131850525577,0.05224588688214965,0.010921022815708191,0.954667244968376,0.006913131850525577,0.8928062977369372,0.01592758395139215,0.0036410843007241294,0.27649847893633117,0.260570894984939,0.002854374485686309,0.007279938514984062,0.06385239742040622,0.060998022934719905,0.025244834128126503,0.0,0.5964822139454048,0.5712373798172783,0.0,0.0,0.0,0.0,0.04402679256520496,0.010921022815708191,0.02970298125278665,0.9368330903021421,0.35127189917244556,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,0,pi0,58742117,117184,5183,2662942,862720,3525662,414208,5183,3,56079175,111981,862720,1685,52215307,104307,0,0,800575,1566,70144,137,15165206,29633,14364631,28067,298944,585,344064,672,4598413,8995,4299469,8410,1487421,3029,0,0,35038628,70859,33551207,67830,0,0,0,0,0,0,0,0,2586940,414208,1513727,54802247,20177827,True,1.0,0.045332755031624074,0.01468656636940749,0.06001932140103156,0.007051295069941044,0.954667244968376,0.01468656636940749,0.8888904531649753,0.013628637183777357,0.0011941006484325377,0.2581658063157649,0.24453716913198753,0.005089091358420058,0.0058571944215085065,0.07828136326785771,0.07319227190943765,0.025321201821854666,0.0,0.5964822139454048,0.5711610121235501,0.0,0.0,0.0,0.0,0.044038930364052084,0.007051295069941044,0.02576902361213846,0.9329293835290274,0.34349846465356365,matched
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,1,pi1,58742117,117184,5183,2662942,588730,3251672,427639,5183,7,56079175,111981,588730,1151,52478734,104818,0,0,911384,1782,126071,247,16587268,32414,15675884,30632,184755,362,301568,589,3436910,6721,3252155,6359,1487933,3032,0,0,35038628,70859,33550695,67827,0,0,0,0,0,0,0,0,2584072,427639,1523778,55062806,20451817,True,1.0,0.045332755031624074,0.010022280947075843,0.05535503597869992,0.007279938514984062,0.954667244968376,0.010022280947075843,0.8933749187146252,0.015515000931954835,0.0021461773330368737,0.282374365227593,0.26685936429563817,0.0031451879747541275,0.005133761181947188,0.05850844633331822,0.055363258358564094,0.02532991788498191,0.0,0.5964822139454048,0.5711522960604228,0.0,0.0,0.0,0.0,0.043990106791690874,0.007279938514984062,0.025940127421693025,0.9373650255063161,0.3481627500758953,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,2,pi2,58742117,117184,5183,2662942,489155,3152097,380404,5183,4,56079175,111981,489155,956,52623118,105102,0,0,929157,1817,145015,284,16611513,32455,15682356,30638,171456,336,235389,460,3559475,6967,3388019,6631,1485885,3026,0,0,35038628,70859,33552743,67833,0,0,0,0,0,0,0,0,2586498,380404,1481017,55209616,20551392,True,1.0,0.045332755031624074,0.008327159880873888,0.05365991491249796,0.006475830620813343,0.954667244968376,0.008327159880873888,0.8958328485165081,0.01581756067797148,0.0024686716687449314,0.2827871014590775,0.266969540781106,0.0029187916397361026,0.004007158952068411,0.06059493906220642,0.05767614742247032,0.025295053632472933,0.0,0.5964822139454048,0.5711871603129318,0.0,0.0,0.0,0.0,0.04403140595018051,0.006475830620813343,0.025212182938520924,0.9398642544666886,0.34985787114209727,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,3,pi3,58742117,117184,5183,2662942,402508,3065450,653812,5183,5,56079175,111981,402508,787,52436428,104738,0,0,940504,1839,268788,526,16191241,31636,15250737,29797,163300,320,385024,752,3792986,7421,3629686,7101,1482623,3019,0,0,35038628,70859,33556005,67840,0,0,0,0,0,0,0,0,2586427,653812,1757616,55022855,20638039,True,1.0,0.045332755031624074,0.006852119408634864,0.05218487444025894,0.011130208330762066,0.954667244968376,0.006852119408634864,0.8926547199516149,0.016010727022316883,0.004575728859073975,0.27563257551647313,0.25962184849415626,0.0027799474778888206,0.006554479471688091,0.06457012776710107,0.06179018028921225,0.025239522777158338,0.0,0.5964822139454048,0.5712426911682464,0.0,0.0,0.0,0.0,0.04403019727736404,0.011130208330762066,0.02992088283096777,0.936684917228979,0.3513329116143363,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,0,pi0,58742117,117184,5183,2662942,878080,3541022,405504,5183,3,56079175,111981,878080,1715,52208573,104294,0,0,811159,1587,66048,129,15196020,29693,14384861,28106,289384,566,339456,663,4560943,8922,4271559,8356,1486475,3027,0,0,35038628,70859,33552153,67832,0,0,0,0,0,0,0,0,2587018,405504,1506047,54795591,20162467,True,1.0,0.045332755031624074,0.014948048263224835,0.06028080329484891,0.006903121996777882,0.954667244968376,0.014948048263224835,0.8887758165065791,0.01380881455123587,0.0011243721434145793,0.25869037031811437,0.24488155576687848,0.0049263461172160345,0.005778749853363303,0.07764349044485408,0.07271714432763804,0.02530509753334222,0.0,0.5964822139454048,0.5711771164120626,0.0,0.0,0.0,0.0,0.04404025820179412,0.006903121996777882,0.025638282665229786,0.9328160747083732,0.3432369827597463,matched
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,1,pi1,58742117,117184,5183,2662942,601033,3263975,415863,5183,6,56079175,111981,601033,1175,52477559,104816,0,0,909651,1779,135287,265,16539206,32320,15629555,30541,186915,366,280576,548,3484445,6814,3297530,6448,1488154,3032,0,0,35038628,70859,33550474,67827,0,0,0,0,0,0,0,0,2584720,415863,1512429,55062279,20439514,True,1.0,0.045332755031624074,0.010231721815541649,0.05556447684716572,0.007079469063057431,0.954667244968376,0.010231721815541649,0.8933549160306905,0.015485499101096407,0.00230306646932728,0.2815561788486445,0.2660706797475481,0.0031819588660721913,0.004776402593730151,0.05931766129572756,0.05613570242965537,0.025333680091917696,0.0,0.5964822139454048,0.5711485338534871,0.0,0.0,0.0,0.0,0.044001138059086294,0.007079469063057431,0.02574692703022603,0.9373560540897768,0.3479533092074295,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,pi2,58742117,117184,5183,2662942,501629,3164571,380218,5183,4,56079175,111981,501629,980,52610606,105078,0,0,945409,1849,118903,233,16757715,32745,15812306,30896,156740,307,261315,511,3400985,6653,3244245,6346,1484573,3023,0,0,35038628,70859,33554055,67836,0,0,0,0,0,0,0,0,2586722,380218,1482367,55197328,20538918,True,1.0,0.045332755031624074,0.008539511778235708,0.05387226680985978,0.006472664238505398,0.954667244968376,0.008539511778235708,0.8956198497238361,0.01609422758801832,0.0020241524492554466,0.28527598009448657,0.26918175250646825,0.0026682729190709966,0.0044485117892499515,0.05789687491174348,0.05522860199267248,0.025272718720709367,0.0,0.5964822139454048,0.5712094952246954,0.0,0.0,0.0,0.0,0.04403521922779868,0.006472664238505398,0.025235164745594715,0.9396550689516349,0.3496455192447354,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,pi3,58742117,117184,5183,2662942,476748,3139690,539636,5183,5,56079175,111981,476748,932,52476647,104816,0,0,942337,1843,278135,544,16218227,31690,15275890,29847,159931,313,261501,511,3805936,7445,3646005,7132,1483876,3022,0,0,35038628,70859,33554752,67837,0,0,0,0,0,0,0,0,2586144,539636,1641904,55062791,20563799,True,1.0,0.045332755031624074,0.00811594856208536,0.053448703593709436,0.009186526253386475,0.954667244968376,0.00811594856208536,0.8933393905432452,0.016041931209254852,0.004734848081828579,0.2760919733280978,0.2600500421188429,0.0027225951015691177,0.004451678171557896,0.06479058287940151,0.06206798777783239,0.025260853298834974,0.0,0.5964822139454048,0.5712213606465698,0.0,0.0,0.0,0.0,0.044025379609658945,0.009186526253386475,0.027951052564210446,0.9373647701529041,0.35006908246088575,not_applicable_to_updated_policy
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,0,pi0,58742117,117184,5183,2662942,906240,3569182,366080,5183,3,56079175,111981,906240,1770,52220115,104316,0,0,797065,1559,66048,129,15170425,29644,14373360,28085,302454,592,300032,586,4597802,8993,4295348,8401,1487221,3029,0,0,35038628,70859,33551407,67830,0,0,0,0,0,0,0,0,2586740,366080,1465599,54806855,20134307,True,1.0,0.045332755031624074,0.015427431735223297,0.06076018676684737,0.006231985135980033,0.954667244968376,0.015427431735223297,0.8889723024452796,0.013568884485385502,0.0011243721434145793,0.2582546522795561,0.2446857677941706,0.0051488440568119125,0.0051076129925654535,0.07827096187221172,0.0731221178153998,0.025317797109695585,0.0,0.5964822139454048,0.5711644168357092,0.0,0.0,0.0,0.0,0.044035525651893004,0.006231985135980033,0.024949713678177447,0.9330078280971726,0.34275759928774785,matched
